;id;name;reaction_string
1184;LEUt2rpp;L-leucine reversible transport via proton symport (periplasm); 1:h_p +  1:leu__L_p-> 1:h_c +  1:leu__L_c
1185;LEUtex;L-leucine transport via diffusion (extracellular to periplasm); 1:leu__L_e-> 1:leu__L_p
1186;LGTHL;Lactoylglutathione lyase; 1:gthrd_c +  1:mthgxl_c-> 1:lgt__S_c
1187;INStex;Inosine transport via diffusion (extracellular to periplasm); 1:ins_e-> 1:ins_p
1188;IPDDI;Isopentenyl-diphosphate D-isomerase; 1:ipdp_c-> 1:dmpp_c
1189;IPDPS;1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp); 1:h2mb4p_c +  1:h_c +  1:nadh_c-> 1:h2o_c +  1:ipdp_c +  1:nad_c
1190;IPMD;3-isopropylmalate dehydrogenase; 1:3c2hmp_c +  1:nad_c-> 1:3c4mop_c +  1:h_c +  1:nadh_c
1191;LIPACabcpp;Lipid (cold) A transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:lipa_cold_c-> 1:adp_c +  1:h_c +  1:lipa_cold_p +  1:pi_c
1192;LIPAHT2ex;Core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane); 1:colipa_e +  1:h_e +  1:hdca_e-> 1:h2o_e +  1:hacolipa_e
1193;LPLIPAL2A181;Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1); 1:2odec11eg3p_c +  1:h2o_c-> 1:glyc3p_c +  2:h_c +  1:ocdcea_c
1194;LIPAHTex;Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane); 1:h_e +  1:hdca_e +  1:lipa_e-> 1:h2o_e +  1:halipa_e
1195;LIPAabcpp;Lipid A transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:lipa_c-> 1:adp_c +  1:h_c +  1:lipa_p +  1:pi_c
1196;LIPAtex;Lipid A transport via vector (periplasm to extracellular); 1:lipa_p-> 1:lipa_e
1197;LPADSS;Lipid A disaccaride synthase; 1:lipidX_c +  1:u23ga_c-> 1:h_c +  1:lipidAds_c +  1:udp_c
1198;IPPMIa;3-isopropylmalate dehydratase; 1:3c2hmp_c-> 1:2ippm_c +  1:h2o_c
1199;IPPMIb;2-isopropylmalate hydratase; 1:2ippm_c +  1:h2o_c-> 1:3c3hmp_c
1200;LPLIPAL2ATE120;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0); 1:2agpe120_c +  1:pg120_c-> 1:apg120_c +  1:g3pe_c
1201;MCOATA;Malonyl-CoA-ACP transacylase; 1:ACP_c +  1:malcoa_c-> 1:coa_c +  1:malACP_c
1202;LPLIPAL1A120pp;Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm); 1:1ddecg3p_p +  1:h2o_p-> 1:ddca_p +  1:glyc3p_p +  1:h_p
1203;LPLIPAL1A140pp;Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm); 1:1tdecg3p_p +  1:h2o_p-> 1:glyc3p_p +  1:h_p +  1:ttdca_p
1204;LPLIPAL1A141pp;Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm); 1:1tdec7eg3p_p +  1:h2o_p-> 1:glyc3p_p +  1:h_p +  1:ttdcea_p
1205;LPLIPAL2ATE140;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0); 1:2agpe140_c +  1:pg140_c-> 1:apg140_c +  1:g3pe_c
1206;LPLIPAL1A160pp;Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm); 1:1hdecg3p_p +  1:h2o_p-> 1:glyc3p_p +  1:h_p +  1:hdca_p
1207;LPLIPAL1A161pp;Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm); 1:1hdec9eg3p_p +  1:h2o_p-> 1:glyc3p_p +  1:h_p +  1:hdcea_p
1208;MCPST;3-mercaptopyruvate sulfurtransferase; 1:cyan_c +  1:mercppyr_c-> 1:h_c +  1:pyr_c +  1:tcynt_c
1209;MCTP1App;Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm); 1:murein5p5p_p-> 1:ala__D_p +  1:murein5px4p_p
1210;LPLIPAL2ATE141;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1); 1:2agpe141_c +  1:pg141_c-> 1:apg141_c +  1:g3pe_c
1211;MCTP1Bpp;Murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm); 1:murein5p5p_p-> 1:alaala_p +  1:murein5px3p_p
1212;MCTP2App;Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm); 1:murein5p5p5p_p-> 2:ala__D_p +  1:murein5px4px4p_p
1213;LPLIPAL1A180pp;Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm); 1:1odecg3p_p +  1:h2o_p-> 1:glyc3p_p +  1:h_p +  1:ocdca_p
1214;LPLIPAL1A181pp;Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm); 1:1odec11eg3p_p +  1:h2o_p-> 1:glyc3p_p +  1:h_p +  1:ocdcea_p
1215;LPLIPAL2ATE160;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0); 1:2agpe160_c +  1:pg160_c-> 1:apg160_c +  1:g3pe_c
1216;LPLIPAL1E120pp;Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm); 1:1agpe120_p +  1:h2o_p-> 1:ddca_p +  1:g3pe_p +  1:h_p
1217;LPLIPAL1E140pp;Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm); 1:1agpe140_p +  1:h2o_p-> 1:g3pe_p +  1:h_p +  1:ttdca_p
1218;LPLIPAL1E141pp;Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm); 1:1agpe141_p +  1:h2o_p-> 1:g3pe_p +  1:h_p +  1:ttdcea_p
1219;LPLIPAL1E160pp;Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm); 1:1agpe160_p +  1:h2o_p-> 1:g3pe_p +  1:h_p +  1:hdca_p
1220;LPLIPAL1E161pp;Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm); 1:1agpe161_p +  1:h2o_p-> 1:g3pe_p +  1:h_p +  1:hdcea_p
1221;LPLIPAL1E180pp;Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm); 1:1agpe180_p +  1:h2o_p-> 1:g3pe_p +  1:h_p +  1:ocdca_p
1222;MDDCP1pp;Murein D,D-carboxypeptidase (murein5px4p) (periplasm); 1:h2o_p +  1:murein5px4p_p-> 1:ala__D_p +  1:murein4px4p_p
1223;MDDCP2pp;Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm); 1:h2o_p +  1:murein5px4px4p_p-> 1:ala__D_p +  1:murein4px4px4p_p
1224;MDDCP3pp;Murein D,D-carboxypeptidase (murein5p5p) (periplasm); 1:h2o_p +  1:murein5p5p_p-> 1:ala__D_p +  1:murein5p4p_p
1225;MDDCP4pp;Murein D,D-carboxypeptidase (murein5p4p) (periplasm); 1:h2o_p +  1:murein5p4p_p-> 1:ala__D_p +  1:murein4p4p_p
1226;MDDCP5pp;Murein D,D-carboxypeptidase (murein5p3p) (periplasm); 1:h2o_p +  1:murein5p3p_p-> 1:ala__D_p +  1:murein4p3p_p
1227;MDDEP1pp;Murein D,D-endopeptidase (murein4px4p) (periplasm); 1:h2o_p +  1:murein4px4p_p-> 1:murein4p4p_p
1228;MDDEP2pp;Murein D,D-endopeptidase (murein3px4p) (periplasm); 1:h2o_p +  1:murein3px4p_p-> 1:murein4p3p_p
1229;MDDEP3pp;Murein D,D-endopeptidase (murein5px4p) (periplasm); 1:h2o_p +  1:murein5px4p_p-> 1:murein5p4p_p
1230;LPLIPAL1E181pp;Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm); 1:1agpe181_p +  1:h2o_p-> 1:g3pe_p +  1:h_p +  1:ocdcea_p
1231;LPLIPAL1G120pp;Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm); 1:1agpg120_p +  1:h2o_p-> 1:ddca_p +  1:g3pg_p +  1:h_p
1232;LPLIPAL1G140pp;Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm); 1:1agpg140_p +  1:h2o_p-> 1:g3pg_p +  1:h_p +  1:ttdca_p
1233;MDDEP4pp;Murein D,D-endopeptidase (murein4px4px4p) (periplasm); 1:h2o_p +  1:murein4px4px4p_p-> 1:murein4px4p4p_p
1234;LPLIPAL2ATE161;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1); 1:2agpe161_c +  1:pg161_c-> 1:apg161_c +  1:g3pe_c
1235;MDH;Malate dehydrogenase; 1:mal__L_c +  1:nad_c-> 1:h_c +  1:nadh_c +  1:oaa_c
1236;MDH2;Malate dehydrogenase (ubiquinone 8 as acceptor); 1:mal__L_c +  1:q8_c-> 1:oaa_c +  1:q8h2_c
1237;LPLIPAL1G141pp;Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm); 1:1agpg141_p +  1:h2o_p-> 1:g3pg_p +  1:h_p +  1:ttdcea_p
1238;LPLIPAL1G160pp;Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm); 1:1agpg160_p +  1:h2o_p-> 1:g3pg_p +  1:h_p +  1:hdca_p
1239;MDH3;Malate dehydrogenase (menaquinone 8 as acceptor); 1:mal__L_c +  1:mqn8_c-> 1:mql8_c +  1:oaa_c
1240;LPLIPAL1G161pp;Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm); 1:1agpg161_p +  1:h2o_p-> 1:g3pg_p +  1:h_p +  1:hdcea_p
1241;LPLIPAL2ATE180;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0); 1:2agpe180_c +  1:pg180_c-> 1:apg180_c +  1:g3pe_c
1242;LPLIPAL1G180pp;Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm); 1:1agpg180_p +  1:h2o_p-> 1:g3pg_p +  1:h_p +  1:ocdca_p
1243;LPLIPAL2ATE181;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1); 1:2agpe181_c +  1:pg181_c-> 1:apg181_c +  1:g3pe_c
1244;LPLIPAL1G181pp;Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm); 1:1agpg181_p +  1:h2o_p-> 1:g3pg_p +  1:h_p +  1:ocdcea_p
1245;LPLIPAL2A120;Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0); 1:2ddecg3p_c +  1:h2o_c-> 1:ddca_c +  1:glyc3p_c +  2:h_c
1246;LPLIPAL2A140;Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0); 1:2tdecg3p_c +  1:h2o_c-> 1:glyc3p_c +  2:h_c +  1:ttdca_c
1247;MDRPD;5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase; 1:5mdru1p_c-> 1:dkmpp_c +  1:h2o_c
1248;ME1;Malic enzyme (NAD); 1:mal__L_c +  1:nad_c-> 1:co2_c +  1:nadh_c +  1:pyr_c
1249;ME2;Malic enzyme (NADP); 1:mal__L_c +  1:nadp_c-> 1:co2_c +  1:nadph_c +  1:pyr_c
1250;MECDPDH2;2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase; 1:2mecdp_c +  1:nadh_c-> 1:h2mb4p_c +  1:h2o_c +  1:nad_c
1251;LPLIPAL2A141;Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1); 1:2tdec7eg3p_c +  1:h2o_c-> 1:glyc3p_c +  2:h_c +  1:ttdcea_c
1252;LPLIPAL2A160;Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0); 1:2hdecg3p_c +  1:h2o_c-> 1:glyc3p_c +  2:h_c +  1:hdca_c
1253;LPLIPAL2A161;Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1); 1:2hdec9eg3p_c +  1:h2o_c-> 1:glyc3p_c +  2:h_c +  1:hdcea_c
1254;LPLIPAL2A180;Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0); 1:2odecg3p_c +  1:h2o_c-> 1:glyc3p_c +  2:h_c +  1:ocdca_c
1255;MECDPS;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase; 1:2p4c2me_c-> 1:2mecdp_c +  1:cmp_c
1256;MELIBt2pp;Melibiose transport in via symport (periplasm); 1:h_p +  1:melib_p-> 1:h_c +  1:melib_c
1257;LPLIPAL2ATG120;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0); 1:2agpg120_c +  1:pg120_c-> 1:apg120_c +  1:g3pg_c
1258;MELIBt3ipp;Melibiose transport in via antiport (periplasm); 1:h_p +  1:melib_c-> 1:h_c +  1:melib_p
1259;MELIBtex;Melibiose transport via diffusion (extracellular to periplasm); 1:melib_e-> 1:melib_p
1260;MEPCT;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; 1:2me4p_c +  1:ctp_c +  1:h_c-> 1:4c2me_c +  1:ppi_c
1261;LPLIPAL2ATG140;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0); 1:2agpg140_c +  1:pg140_c-> 1:apg140_c +  1:g3pg_c
1262;METAT;Methionine adenosyltransferase; 1:atp_c +  1:h2o_c +  1:met__L_c-> 1:amet_c +  1:pi_c +  1:ppi_c
1263;METDabcpp;D-methionine transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:met__D_p-> 1:adp_c +  1:h_c +  1:met__D_c +  1:pi_c
1264;LPLIPAL2ATG141;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1); 1:2agpg141_c +  1:pg141_c-> 1:apg141_c +  1:g3pg_c
1265;METDtex;D-methionine transport via diffusion (extracellular to periplasm); 1:met__D_e-> 1:met__D_p
1266;METOX1s;Methionine oxidation (spontaneous); 1:h2o2_c +  1:met__L_c-> 1:h2o_c +  1:metsox_S__L_c
1267;MN2t3pp;Manganese (Mn+2) transport out via proton antiport (periplasm); 1:h_p +  1:mn2_c-> 1:h_c +  1:mn2_p
1268;MN2tpp;Manganese transport in via permease (no H+); 1:mn2_p-> 1:mn2_c
1269;MN6PP;Mannose 6-phosphate phosphatase; 1:h2o_c +  1:man6p_c-> 1:man_c +  1:pi_c
1270;METOX2s;Methionine oxidation 2 (spontaneous); 1:h2o2_c +  1:met__L_c-> 1:h2o_c +  1:metsox_R__L_c
1271;LPLIPAL2ATG160;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0); 1:2agpg160_c +  1:pg160_c-> 1:apg160_c +  1:g3pg_c
1272;METS;Methionine synthase; 1:5mthf_c +  1:hcys__L_c-> 1:h_c +  1:met__L_c +  1:thf_c
1273;METSOX1abcpp;L-methionine S-oxide transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:metsox_S__L_p-> 1:adp_c +  1:h_c +  1:metsox_S__L_c +  1:pi_c
1274;MNLptspp;Mannitol transport via PEP:Pyr PTS (periplasm); 1:mnl_p +  1:pep_c-> 1:mnl1p_c +  1:pyr_c
1275;MNLtex;Mannitol transport via diffusion (extracellular to periplasm); 1:mnl_e-> 1:mnl_p
1276;METSOX1tex;L-methionine S-oxide diffusion (extracellular); 1:metsox_S__L_e-> 1:metsox_S__L_p
1277;LPLIPAL2ATG161;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1); 1:2agpg161_c +  1:pg161_c-> 1:apg161_c +  1:g3pg_c
1278;METSOX2abcpp;L-methionine R-oxide transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:metsox_R__L_p-> 1:adp_c +  1:h_c +  1:metsox_R__L_c +  1:pi_c
1279;MNNH;D-mannonate hydrolyase; 1:mana_c-> 1:2ddglcn_c +  1:h2o_c
1280;MNt2pp;Manganese (Mn+2) transport in via proton symport (periplasm); 1:h_p +  1:mn2_p-> 1:h_c +  1:mn2_c
1281;LPLIPAL2ATG180;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0); 1:2agpg180_c +  1:pg180_c-> 1:apg180_c +  1:g3pg_c
1282;MNtex;Manganese (Mn+2) transport via diffusion (extracellular to periplasm); 1:mn2_e-> 1:mn2_p
1283;MOAT;3-deoxy-D-manno-octulosonic acid transferase; 1:ckdo_c +  1:lipidA_c-> 1:cmp_c +  1:h_c +  1:kdolipid4_c
1284;MOAT2;3-deoxy-D-manno-octulosonic acid transferase; 1:ckdo_c +  1:kdolipid4_c-> 1:cmp_c +  1:h_c +  1:kdo2lipid4_c
1285;MOAT3C;3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis); 1:ckdo_c +  1:phphhlipa_c-> 1:cmp_c +  1:h_c +  1:kphphhlipa_c
1286;MOBDabcpp;Molybdate transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:mobd_p-> 1:adp_c +  1:h_c +  1:mobd_c +  1:pi_c
1287;MOBDtex;Molybdate transport via diffusion (extracellular to periplasm); 1:mobd_e-> 1:mobd_p
1288;MOHMT;3-methyl-2-oxobutanoate hydroxymethyltransferase; 1:3mob_c +  1:h2o_c +  1:mlthf_c-> 1:2dhp_c +  1:thf_c
1289;METSOX2tex;L-methionine R-oxide diffusion (extracellular); 1:metsox_R__L_e-> 1:metsox_R__L_p
1290;METSOXR1;L-methionine-S-oxide reductase; 1:metsox_S__L_c +  1:trdrd_c-> 1:h2o_c +  1:met__L_c +  1:trdox_c
1291;METSOXR2;L-methionine-R-sulfoxide reductase; 1:metsox_R__L_c +  1:trdrd_c-> 1:h2o_c +  1:met__L_c +  1:trdox_c
1292;METTRS;Methionyl-tRNA synthetase; 1:atp_c +  1:met__L_c +  1:trnamet_c-> 1:amp_c +  1:mettrna_c +  1:ppi_c
1293;METabcpp;L-methionine transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:met__L_p-> 1:adp_c +  1:h_c +  1:met__L_c +  1:pi_c
1294;METtex;L-methionine transport via diffusion (extracellular to periplasm); 1:met__L_e-> 1:met__L_p
1295;MG2t3_2pp;Magnesium (Mg+2) transport in/out via proton antiport (periplasm); 2:h_c +  1:mg2_p-> 2:h_p +  1:mg2_c
1296;MPTG;Murein polymerizing transglycosylase; 2:uaagmda_c-> 2:h_c +  1:murein5p5p_p +  2:udcpdp_c
1297;MG2tex;Magnesium (Mg+2) transport via diffusion (extracellular to periplasm); 1:mg2_e-> 1:mg2_p
1298;MPTG2;Murein polymerizing transglycosylase 2 (three linked units); 1:murein5p5p_p +  1:uaagmda_c-> 1:h_c +  1:murein5p5p5p_p +  1:udcpdp_c
1299;LPLIPAL2ATG181;Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1); 1:2agpg181_c +  1:pg181_c-> 1:apg181_c +  1:g3pg_c
1300;MSO3abcpp;Methanesulfonate transport via ABC system (periplasm); 1:atp_c +  1:h2o_c +  1:mso3_p-> 1:adp_c +  1:h_c +  1:mso3_c +  1:pi_c
1301;MSO3tex;Methanesulfonate transport via diffusion (extracellular to periplasm); 1:mso3_e-> 1:mso3_p
1302;MTAN;Methylthioadenosine nucleosidase; 1:5mta_c +  1:h2o_c-> 1:5mtr_c +  1:ade_c
1303;MG2tpp;Magnesium (+2) transport in via diffusion; 1:mg2_p-> 1:mg2_c
1304;MG2uabcpp;Magnesium (Mg+2) ABC transporter (ubtake, periplasm); 1:atp_c +  1:h2o_c +  1:mg2_p-> 1:adp_c +  1:h_c +  1:mg2_c +  1:pi_c
1305;MGSA;Methylglyoxal synthase; 1:dhap_c-> 1:mthgxl_c +  1:pi_c
1306;MI1PP;Myo-inositol 1-phosphatase; 1:h2o_c +  1:mi1p__D_c-> 1:inost_c +  1:pi_c
1307;MTHFC;Methenyltetrahydrofolate cyclohydrolase; 1:h2o_c +  1:methf_c-> 1:10fthf_c +  1:h_c
1308;MICITDr;2-methylisocitrate dehydratase; 1:2mcacn_c +  1:h2o_c-> 1:micit_c
1309;LPLIPAL2E120;Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0); 1:2agpe120_c +  1:h2o_c-> 1:ddca_c +  1:g3pe_c +  1:h_c
1310;MINOHPtexi;Myo-inositol phosphate transport via diffusion (extracellular to periplasm); 1:minohp_e-> 1:minohp_p
1311;MLDCP1App;Murein L,D-carboxypeptidase (murein5px4p) (periplasm); 1:h2o_p +  1:murein5px4p_p-> 1:alaala_p +  1:murein3px4p_p
1312;MTHFD;Methylenetetrahydrofolate dehydrogenase (NADP); 1:mlthf_c +  1:nadp_c-> 1:methf_c +  1:nadph_c
1313;MTHFR2;5,10-methylenetetrahydrofolate reductase (NADH); 2:h_c +  1:mlthf_c +  1:nadh_c-> 1:5mthf_c +  1:nad_c
1314;MTRI;5-methylthioribose-1-phosphate isomerase; 1:5mdr1p_c-> 1:5mdru1p_c
1315;MLDCP1Bpp;Murein L,D-carboxypeptidase (murein4p4p) (periplasm); 1:h2o_p +  1:murein4p4p_p-> 1:ala__D_p +  1:murein4p3p_p
1316;LPLIPAL2E140;Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0); 1:2agpe140_c +  1:h2o_c-> 1:g3pe_c +  1:h_c +  1:ttdca_c
1317;MLDCP2App;Murein L,D-carboxypeptidase (murein5p5p) (periplasm); 1:h2o_p +  1:murein5p5p_p-> 1:alaala_p +  1:murein5p3p_p
1318;MLDCP2Bpp;Murein L,D-carboxypeptidase (murein4p3p) (periplasm); 1:h2o_p +  1:murein4p3p_p-> 1:ala__D_p +  1:murein3p3p_p
1319;MLDCP3App;Murein L,D-carboxypeptidase (murein5px3p) (periplasm); 1:h2o_p +  1:murein5px3p_p-> 1:alaala_p +  1:murein3px3p_p
1320;MLDEP1pp;Murein L,D-endopeptidase (murein3px3p) (periplasm); 1:h2o_p +  1:murein3px3p_p-> 1:murein3p3p_p
1321;MLDEP2pp;Murein L,D-endopeptidase (murein5px3p) (periplasm); 1:h2o_p +  1:murein5px3p_p-> 1:murein5p3p_p
1322;MTRK;5-methylthioribose kinase; 1:5mtr_c +  1:atp_c-> 1:5mdr1p_c +  1:adp_c +  1:h_c
1323;MTRPOX;N-methyltryptophan oxidase; 1:Nmtrp_c +  1:h2o_c +  1:o2_c-> 1:fald_c +  1:h2o2_c +  1:trp__L_c
1324;N2Otex;Nitrious oxide transport via diffusion (extracellular to periplasm); 1:n2o_e-> 1:n2o_p
1325;N2Otpp;Nitrious oxide transport (diffusion); 1:n2o_p-> 1:n2o_c
1326;NACODA;N-acetylornithine deacetylase; 1:acg5sa_c +  1:h2o_c-> 1:ac_c +  1:glu5sa_c
1327;NACtex;Nicotinic acid transport via diffusion (extracellular to periplasm); 1:nac_e-> 1:nac_p
1328;MLTG1;Maltodextrin glucosidase (maltotriose); 1:h2o_c +  1:malttr_c-> 1:glc__D_c +  1:malt_c
1329;MLTG2;Maltodextrin glucosidase (maltotetraose); 1:h2o_c +  1:maltttr_c-> 1:glc__D_c +  1:malttr_c
1330;LPLIPAL2E141;Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1); 1:2agpe141_c +  1:h2o_c-> 1:g3pe_c +  1:h_c +  1:ttdcea_c
1331;MLTG3;Maltodextrin glucosidase (maltopentaose); 1:h2o_c +  1:maltpt_c-> 1:glc__D_c +  1:maltttr_c
1332;MLTG4;Maltodextrin glucosidase (maltohexaose); 1:h2o_c +  1:malthx_c-> 1:glc__D_c +  1:maltpt_c
1333;NACtpp;Nicotinic acid uptake (periplasm); 1:nac_p-> 1:nac_c
1334;NADDP;NAD diphosphatase; 1:h2o_c +  1:nad_c-> 1:amp_c +  2:h_c +  1:nmn_c
1335;NADH10;NADH dehydrogenase (menaquinone-8 & 0 protons); 1:h_c +  1:mqn8_c +  1:nadh_c-> 1:mql8_c +  1:nad_c
1336;NADH16pp;NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm); 4:h_c +  1:nadh_c +  1:q8_c-> 3:h_p +  1:nad_c +  1:q8h2_c
1337;NADH17pp;NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm); 4:h_c +  1:mqn8_c +  1:nadh_c-> 3:h_p +  1:mql8_c +  1:nad_c
1338;MLTG5;Maltodextrin glucosidase (maltoheptaose); 1:h2o_c +  1:malthp_c-> 1:glc__D_c +  1:malthx_c
1339;LPLIPAL2E160;Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0); 1:2agpe160_c +  1:h2o_c-> 1:g3pe_c +  1:h_c +  1:hdca_c
1340;MLTGY1pp;Murein lytic transglycosylase (murein4p4p) (periplasm); 1:murein4p4p_p-> 2:anhgm4p_p
1341;MLTGY2pp;Murein lytic transglycosylase (murein4p3p) (periplasm); 1:murein4p3p_p-> 1:anhgm3p_p +  1:anhgm4p_p
1342;NADH18pp;NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm); 1:2dmmq8_c +  4:h_c +  1:nadh_c-> 1:2dmmql8_c +  3:h_p +  1:nad_c
1343;NADH5;NADH dehydrogenase (ubiquinone-8 ); 1:h_c +  1:nadh_c +  1:q8_c-> 1:nad_c +  1:q8h2_c
1344;NADH9;NADH dehydrogenase (demethylmenaquinone-8 & 0 protons); 1:2dmmq8_c +  1:h_c +  1:nadh_c-> 1:2dmmql8_c +  1:nad_c
1345;NADK;NAD kinase; 1:atp_c +  1:nad_c-> 1:adp_c +  1:h_c +  1:nadp_c
1346;MLTGY3pp;Murein lytic transglycosylase (murein3p3p) (periplasm); 1:murein3p3p_p-> 2:anhgm3p_p
1347;MLTGY4pp;Murein lytic transglycosylase (murein4px4p4p) (periplasm); 1:murein4px4p4p_p-> 1:anhgm4p_p +  1:murein4px4p_p
1348;NADN;NAD nucleosidase; 1:h2o_c +  1:nad_c-> 1:adprib_c +  1:h_c +  1:ncam_c
1349;LPLIPAL2E161;Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1); 1:2agpe161_c +  1:h2o_c-> 1:g3pe_c +  1:h_c +  1:hdcea_c
1350;NADPHQR2;NADPH Quinone Reductase (Ubiquinone-8); 1:h_c +  1:nadph_c +  1:q8_c-> 1:nadp_c +  1:q8h2_c
1351;MLTP1;Maltodextrin phosphorylase (maltopentaose); 1:maltpt_c +  1:pi_c-> 1:g1p_c +  1:maltttr_c
1352;MLTP2;Maltodextrin phosphorylase (maltohexaose); 1:malthx_c +  1:pi_c-> 1:g1p_c +  1:maltpt_c
1353;MLTP3;Maltodextrin phosphorylase (maltoheptaose); 1:malthp_c +  1:pi_c-> 1:g1p_c +  1:malthx_c
1354;MMCD;Methylmalonyl-CoA decarboxylase; 1:h_c +  1:mmcoa__S_c-> 1:co2_c +  1:ppcoa_c
1355;MME;Methylmalonyl-CoA epimerase; 1:mmcoa__R_c-> 1:mmcoa__S_c
1356;NADPHQR3;NADPH Quinone Reductase (Menaquinone-8); 1:h_c +  1:mqn8_c +  1:nadph_c-> 1:mql8_c +  1:nadp_c
1357;NADPHQR4;NADPH Quinone Reductase (2-Demethylmenaquinone-8); 1:2dmmq8_c +  1:h_c +  1:nadph_c-> 1:2dmmql8_c +  1:nadp_c
1358;NADPPPS;NADP phosphatase; 1:h2o_c +  1:nadp_c-> 1:nad_c +  1:pi_c
